Source;Instance;BestObjective;Gap;Status;NExploredSolutions;OptimizationTime;OverallTime
2b_Hurink_edata;32;1181.9999998817002;0.31108591713289047;9;299810.0;1800.0329999923706;1800.8452887535095
2b_Hurink_edata;33;1262.9999996840365;0.29532858256322353;9;198042.0;1800.0490000247955;1800.5792605876923
2b_Hurink_edata;34;1708.9999994864752;0.5242441894835533;9;121529.0;1800.12700009346;1801.0166928768158
2b_Hurink_edata;35;1809.999999818845;0.5182274681878797;9;246561.0;1800.0570001602173;1800.9316782951355
2b_Hurink_edata;36;1655.999999834299;0.5368357487459264;9;250091.0;1800.0519998073578;1801.0983760356903
2b_Hurink_edata;37;1692.9999998305366;0.5609962907381459;9;115625.0;1800.0830001831055;1801.0832409858704
2b_Hurink_edata;38;1761.9999996473136;0.4948921678898155;9;917877.0;1800.0490000247955;1800.9238586425781
2b_Hurink_edata;39;1160.0;0.0;2;944523.0;497.4539999961853;498.70327734947205
2b_Hurink_edata;40;1396.9999999999975;0.11524695776664284;9;1722889.0;1800.0510001182556;1800.4094905853271
2b_Hurink_edata;41;1147.9999998850997;0.07491289189347315;9;372214.0;1800.0490000247955;1800.7518231868744
2b_Hurink_edata;42;1184.0;1.0008474529624092e-10;2;100928.0;369.89800000190735;370.3665497303009
2b_Hurink_edata;43;1162.999999883561;0.10576096293712522;9;326967.0;1800.069000005722;1800.4129784107208
2b_Hurink_edata;44;1167.0;0.0;2;8581.0;3.811999797821045;4.077173233032227
2b_Hurink_edata;45;925.0;0.0;2;3460.0;1.811999797821045;1.8901820182800293
2b_Hurink_edata;46;654.9999999343958;0.26259541977347095;9;85166.0;1800.0700001716614;1800.6319439411163
2b_Hurink_edata;47;664.9999999999977;0.2526315789473657;9;989192.0;1800.0429999828339;1800.730723142624
2b_Hurink_edata;48;681.9999999999999;0.21700879765396047;9;153092.0;1800.0650000572205;1801.6586997509003
2b_Hurink_edata;49;6176.0;0.0;2;257609.0;50.28500008583069;50.503822326660156
2b_Hurink_edata;50;6334.9999993664005;0.09155485389493444;9;15481101.0;1800.0429999828339;1800.1048376560211
2b_Hurink_edata;51;6856.0;1.0001470208224539e-10;2;1613452.0;253.89400005340576;257.5960578918457
2b_Hurink_edata;52;7788.999994623743;0.2504814476788294;9;13955635.0;1800.0090000629425;1800.0715382099152
2b_Hurink_edata;53;7228.999999999993;0.0;2;12922.0;3.187000036239624;7.10771369934082
2b_Hurink_edata;54;7990.0;0.0;2;6357.0;1.3589999675750732;1.4215426445007324
2b_Hurink_edata;55;6122.999999999956;0.0;2;600.0;0.28099989891052246;0.29680395126342773
2b_Hurink_edata;56;7688.999999999709;0.0;2;7986.0;2.1089999675750732;2.155745506286621
2b_Hurink_edata;57;977.0;0.0;2;73844.0;29.461999893188477;29.539972066879272
2b_Hurink_edata;58;864.9999999999986;0.0;2;9730.0;3.171999931335449;3.249241828918457
2b_Hurink_edata;59;951.0;0.0;2;183058.0;47.73900008201599;47.816951751708984
2b_Hurink_edata;60;984.0000000000001;0.0;2;14292.0;24.19700002670288;24.27557682991028
2b_Hurink_edata;61;842.0;0.0;2;5149.0;5.577000141143799;5.670547723770142
2b_Hurink_edata;62;958.0;0.0;2;31124.0;33.00800013542175;33.086018562316895
2b_Hurink_edata;63;386.9999999999991;0.0;2;12403.0;9.23199987411499;9.310325145721436
2b_Hurink_edata;64;894.0;0.0;2;36116.0;26.088000059127808;26.1657612323761
2b_Hurink_edata;65;933.0;0.0;2;85007.0;22.884999990463257;22.979006052017212
2b_Hurink_edata;66;932.9999999065994;0.0;2;9635.0;24.41600012779236;24.494274854660034
2c_Hurink_rdata;1;47.0;0.0;2;1.0;0.03099989891052246;0.07814455032348633
2c_Hurink_rdata;2;685.9999999999992;0.0;2;4403.0;8.154000043869019;8.310532808303833
2c_Hurink_rdata;3;1025.9999998972814;0.5220110742608661;9;926813.0;1800.0199999809265;1800.3014254570007
2c_Hurink_rdata;4;572.9999999426001;0.18324607321661152;9;16079029.0;1800.0030000209808;1801.0179793834686
2c_Hurink_rdata;5;530.9999999467999;0.12429378522299876;9;12035969.0;1800.0019998550415;1807.8282010555267
2c_Hurink_rdata;6;478.99999995199994;0.20459290179920753;9;14462523.0;1800.0139999389648;1804.310010433197
2c_Hurink_rdata;7;502.9999999495967;0.1570576539910794;9;13239071.0;1800.0060000419617;1807.3326046466827
2c_Hurink_rdata;8;457.9999999081996;0.17030567668959326;9;7925173.0;1800.0060000419617;1806.051019668579
2c_Hurink_rdata;9;801.9999995152026;0.4476309223593676;9;4381190.0;1800.0009999275208;1803.750400543213
2c_Hurink_rdata;10;751.9999999999998;0.4308510638297881;9;5887034.0;1800.016000032425;1803.6098022460938
2c_Hurink_rdata;11;766.9999995908689;0.4823989566991308;9;1275221.0;1800.0479998588562;1805.3962771892548
2c_Hurink_rdata;12;855.9999994671392;0.42393693929547155;9;1320912.0;1800.0009999275208;1801.3290855884552
