Source;Instance;Runtime;Function-Evaluations;Generations;Restarts;Best-Fitness;Adjustable
--------------------------------------------------------
20% ELITISM, TOURNAMENT SELECTION
--------------------------------------------------------
5_Kacem;1;0.2792541980743408;4570;163;1;11;False
6_Fattahi;10;0.03503131866455078;105;5;0;516;True
6_Fattahi;10;0.027022361755371094;5;0;0;516;True
6_Fattahi;10;0.03303122520446777;85;4;0;516;True
6_Fattahi;10;0.08907794952392578;805;40;0;516;True
6_Fattahi;10;0.14348340034484863;1425;71;0;516;True
6_Fattahi;10;0.03503108024597168;105;5;0;516;True
6_Fattahi;10;0.049045562744140625;285;14;0;516;True
6_Fattahi;10;0.1060945987701416;985;49;0;516;True
6_Fattahi;10;0.07907485961914062;705;35;0;516;True
6_Fattahi;10;0.03403115272521973;105;5;0;516;True
6_Fattahi;10;0.04403948783874512;205;10;0;516;True
6_Fattahi;10;0.03803372383117676;125;6;0;516;True
6_Fattahi;10;0.04003596305847168;185;9;0;516;True
6_Fattahi;10;0.03005671501159668;45;2;0;516;True
6_Fattahi;10;0.05705070495605469;385;19;0;516;True
6_Fattahi;10;0.03603386878967285;125;6;0;516;True
6_Fattahi;10;0.03503060340881348;105;5;0;516;True
6_Fattahi;10;0.13211941719055176;1365;68;0;516;True
6_Fattahi;10;0.10707688331604004;1045;52;0;516;True
6_Fattahi;10;0.030026912689208984;45;2;0;516;True
6_Fattahi;10;0.0420374870300293;185;9;0;516;True
6_Fattahi;10;0.04804277420043945;265;13;0;516;True
6_Fattahi;10;0.03402996063232422;105;5;0;516;True
6_Fattahi;10;0.04303932189941406;205;10;0;516;True
6_Fattahi;10;0.19217729568481445;2165;108;0;516;True
6_Fattahi;10;0.028991222381591797;45;2;0;516;True
6_Fattahi;10;0.03439068794250488;105;5;0;516;True
6_Fattahi;10;0.04297351837158203;225;11;0;516;True
6_Fattahi;10;0.03254270553588867;85;4;0;516;True
6_Fattahi;10;0.10809087753295898;645;32;0;516;True
6_Fattahi;10;0.06669187545776367;905;45;0;516;False
6_Fattahi;10;0.08377838134765625;1285;64;0;516;False
6_Fattahi;10;0.052565574645996094;605;30;0;516;False
6_Fattahi;10;0.07706975936889648;1145;57;0;516;False
6_Fattahi;10;0.04003548622131348;325;16;0;516;False
6_Fattahi;10;0.02902674674987793;65;3;0;516;False
6_Fattahi;10;0.09808897972106934;1465;73;0;516;False
6_Fattahi;10;0.0470428466796875;485;24;0;516;False
6_Fattahi;10;0.0690608024597168;965;48;0;516;False
6_Fattahi;10;0.0370945930480957;245;12;0;516;False
6_Fattahi;10;0.07506632804870605;1105;55;0;516;False
6_Fattahi;10;0.07407045364379883;1105;55;0;516;False
6_Fattahi;10;0.028024911880493164;45;2;0;516;False
6_Fattahi;10;0.08107423782348633;1265;63;0;516;False
6_Fattahi;10;0.039035797119140625;305;15;0;516;False
6_Fattahi;10;0.03255176544189453;145;7;0;516;False
6_Fattahi;10;0.09408783912658691;1425;71;0;516;False
6_Fattahi;10;0.06005430221557617;705;35;0;516;False
6_Fattahi;10;0.34574055671691895;4530;169;1;516;False
6_Fattahi;10;0.034974098205566406;165;8;0;516;False
6_Fattahi;10;0.09449315071105957;1465;73;0;516;False
6_Fattahi;10;0.028023958206176758;45;2;0;516;False
6_Fattahi;10;0.09208250045776367;1485;74;0;516;False
